Title;Issn;SJR Best Quartile;Categories
Jurnal Ilmiah Ilmu Terapan Universitas Jambi;25802240, 25802259;Q4;"Economics, Econometrics and Finance (miscellaneous) (Q4); Education (Q4); Public Health, Environmental and Occupational Health (Q4)"
KoG;13311611, 18464068;Q4;Geometry and Topology (Q4)
Korean Journal of Veterinary Research;24661392, 24661384;Q4;Veterinary (miscellaneous) (Q4)
Magistra Iadertina;18490018, 18463606;Q3;"Arts and Humanities (miscellaneous) (Q3); Education (Q4)"
Mariner's Mirror;00253359, 2049680X;Q2;"History (Q2); Oceanography (Q4)"
Medialni Studia;18019978, 24644846;Q4;Communication (Q4)
Medicina Clinica Practica;26039249;Q4;Medicine (miscellaneous) (Q4)
Nordic Journal of African Studies;14599465;Q2;"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3); Linguistics and Language (Q3)"
Northwestern Journal of International Law and Business;01963228;Q3;"Law (Q3); Business and International Management (Q4); Strategy and Management (Q4)"
Per Musi;15177599, 23176377;Q2;Music (Q2)
Proceedings - International Conference on Education and Technology, ICET;27704807;-;"Computer Networks and Communications; Education; Information Systems and Management; Instrumentation; Management Information Systems; Media Technology"
Proceedings - International Conference on Field-Programmable Technology, ICFPT;28370430, 28370449;-;"Computer Science Applications; Control and Optimization; Hardware and Architecture; Software"
Proceedings of the International Conference on Modeling and Applied Simulation, MAS;27240037;-;Modeling and Simulation
Psychiatria i Psychologia Kliniczna;16446313;Q4;"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
Psychology;11065737, 27326640;Q4;Psychology (miscellaneous) (Q4)
Recherche et Pratiques Pedagogiques en Langues de Specialite - Cahiers de l'APLIUT;21195242, 22575405;Q3;"Linguistics and Language (Q3); Education (Q4)"
Recherches de Theologie et Philosophie Medievales;13707493, 17831717;Q2;"History (Q2); Religious Studies (Q2); Philosophy (Q3)"
Rengong Jingti Xuebao/Journal of Synthetic Crystals;1000985X;Q4;"Ceramics and Composites (Q4); Condensed Matter Physics (Q4); Materials Chemistry (Q4)"
Revista Cubana de Hematologia, Inmunologia y Hemoterapia;08640289, 15612996;Q4;"Hematology (Q4); Immunology (Q4); Immunology and Allergy (Q4)"
Revista de Contabilidade e Organizacoes;19826486;Q4;"Accounting (Q4); Education (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4)"
Revista Espanola de Filosofia Medieval;25307878, 11330902;Q2;"History (Q2); Religious Studies (Q2); Philosophy (Q3)"
Revista Portuguesa de Enfermagem de Reabilitacao;21843023, 2184965X;Q4;"Nursing (miscellaneous) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)"
Revue Francaise de Psychanalyse;00352942;Q4;"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
Russian Medical Inquiry;26869918, 25876821;Q4;Medicine (miscellaneous) (Q4)
Russian Sklifosovsky Journal of Emergency Medical Care;22239022, 25418017;Q4;Emergency Medicine (Q4)
Russkii Zhunal Detskoi Nevrologii;20738803, 24129178;Q4;"Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
Societa e Storia;03916987, 19725515;Q2;History (Q2)
Starobulgarska Literatura;25350919, 0204868X;Q2;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)"
Sustainable Civil Infrastructures;23663405, 23663413;Q4;"Civil and Structural Engineering (Q4); Computational Mechanics (Q4); Environmental Engineering (Q4); Geotechnical Engineering and Engineering Geology (Q4)"
Turkish Journal of Immunology;1301109X;Q4;"Immunology (Q4); Immunology and Allergy (Q4)"
Urology Reports (St. Petersburg);22259074, 26871416;Q4;Urology (Q4)
Vie et Milieu;02408759;Q4;"Aquatic Science (Q4); Ecology (Q4)"
Visual Anthropology;08949468, 15455920;Q3;"Anthropology (Q3); Cultural Studies (Q3)"
WSEAS Transactions on Computer Research;19918755;Q4;"Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Engineering (miscellaneous) (Q4)"
Zeitschrift fur Theologie und Kirche;00443549;Q2;Religious Studies (Q2)
Advances in Parallel Computing;1879808X, 09275452;Q4;Computer Science (miscellaneous) (Q4)
Al-Anbar Medical Journal;26643154, 27066207;Q4;Dentistry (miscellaneous) (Q4)
Anatolian Journal of Family Medicine;26305593, 26513455;Q3;"Family Practice (Q3); Public Health, Environmental and Occupational Health (Q4)"
Archives of Veterinary Science;1517784X;Q4;Veterinary (miscellaneous) (Q4)
Aries;15700593, 15679896;Q2;"History (Q2); Religious Studies (Q2); Philosophy (Q3)"
Asian Textile Journal;09713425;Q4;"Agricultural and Biological Sciences (miscellaneous) (Q4); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)"
Australian Journal of Islamic Studies;22074414;Q2;"Religious Studies (Q2); Arts and Humanities (miscellaneous) (Q3)"
Avances del Cesor;15143899, 24226580;Q2;"History (Q2); Sociology and Political Science (Q4)"
Bulletin of TICMI;15120082;Q4;"Computer Science Applications (Q4); Mathematics (miscellaneous) (Q4)"
Civil War History;15336271, 00098078;Q2;History (Q2)
Computer Science Journal of Moldova;15614042;Q4;"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Modeling and Simulation (Q4); Software (Q4)"
Contaduria y Administracion;01861042;Q4;Business, Management and Accounting (miscellaneous) (Q4)
Cultura de los Cuidados;11381728, 16996003;Q2;"History (Q2); Anthropology (Q3); Cultural Studies (Q3); Nursing (miscellaneous) (Q4)"
Culture et Musees;17662923, 21114528;Q2;"Museology (Q2); Visual Arts and Performing Arts (Q2); Conservation (Q3); Cultural Studies (Q3)"
Die Welt der Slaven: Internationale Halbjahresschrift fur Slavistik;00432520;Q2;"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Linguistics and Language (Q3)"
Ebre 38;18852580, 16962672;Q2;"History (Q2); Education (Q4)"
Eighteenth-Century Studies;00132586, 1086315X;Q3;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)"
Ekonomiaz;23404051, 02133865;Q3;"Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)"
Electronics and Communications in Japan;19429541, 19429533;Q4;"Applied Mathematics (Q4); Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Physics and Astronomy (miscellaneous) (Q4); Signal Processing (Q4)"
English Academy Review;10131752, 17535360;Q2;"History (Q2); Literature and Literary Theory (Q2); Linguistics and Language (Q3)"
Epilepsy and Paroxysmal Conditions;20778333, 23114088;Q4;"Neurology (Q4); Neurology (clinical) (Q4)"
Esbocos;1414722X, 21757976;Q2;"History (Q2); Anthropology (Q3); History and Philosophy of Science (Q3); Sociology and Political Science (Q4)"
Folklore;0015587X, 14698315;Q2;"History (Q2); Anthropology (Q3); Cultural Studies (Q3)"
Fuss und Sprunggelenk;16199987, 16199995;Q4;Orthopedics and Sports Medicine (Q4)
Gothic Studies;2050456X, 13627937;Q2;"History (Q2); Literature and Literary Theory (Q2)"
Holocaust and Genocide Studies;14767937, 87566583;Q2;"History (Q2); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
Hudebni Veda;00187003;Q2;Music (Q2)
Implicit Religion;17431697, 14639955;Q2;Religious Studies (Q2)
International Conference on Nuclear Engineering, Proceedings, ICONE;-;-;Nuclear Energy and Engineering
International Human Rights Law Review;22131027, 22131035;Q3;"Law (Q3); Sociology and Political Science (Q4)"
International Journal of Autonomous and Adaptive Communications Systems;17548640, 17548632;Q4;"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4)"
International Journal of Interdisciplinary Educational Studies;2327011X, 23272570;Q4;Education (Q4)
International Journal of Transpersonal Studies;13210122, 19423241;Q2;"Religious Studies (Q2); Philosophy (Q3); Applied Psychology (Q4)"
International Journal of Web Engineering and Technology;17419212, 14761289;Q4;"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Information Systems (Q4)"
Journal de Traumatologie du Sport;17730465, 0762915X;Q4;"Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4); Sports Science (Q4); Surgery (Q4)"
Journal of Building Material Science;26305216;Q4;"Building and Construction (Q4); Civil and Structural Engineering (Q4); Environmental Engineering (Q4); Materials Science (miscellaneous) (Q4)"
Journal of Chinese Literature and Culture;23290056, 23290048;Q2;"Literature and Literary Theory (Q2); Anthropology (Q3)"
Journal of Clinical Pediatric Surgery;16716353;Q4;"Pediatrics, Perinatology and Child Health (Q4); Surgery (Q4)"
Journal of Combinatorial Mathematics and Combinatorial Computing;08353026;Q4;Mathematics (miscellaneous) (Q4)
Journal of Hellenic Studies;00754269;Q2;"Classics (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3); Linguistics and Language (Q3)"
Journal of Interdisciplinary Dentistry;22312706, 22295194;Q4;Dentistry (miscellaneous) (Q4)
Journal of International Buddhist Studies;19066244, 25869620;Q2;"Religious Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3)"
Journal of Korean Ophthalmological Society;20929374, 03786471;Q4;Ophthalmology (Q4)
Journal of Meat Science;09755209;Q4;Agricultural and Biological Sciences (miscellaneous) (Q4)
Journal of Philosophical Investigations;22517960, 24234419;Q2;"Religious Studies (Q2); Philosophy (Q3)"
Journal of Risk Model Validation;17539587, 17539579;Q4;"Applied Mathematics (Q4); Economics and Econometrics (Q4); Finance (Q4); Modeling and Simulation (Q4)"
Journal of the Siam Society;0304226X, 26511851;Q3;"Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)"
Journalism History;00947679, 26412071;Q4;Communication (Q4)
Krankenhauspharmazie;01737597;Q4;Pharmacology (medical) (Q4)
Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);29447682, 16175468;-;Computer Science Applications
Lenguas Modernas;07160542;Q3;Linguistics and Language (Q3)
Literary Journalism Studies;1944897X, 19448988;Q4;Communication (Q4)
Magyar Pszichologiai Szemle;00250279, 15882799;Q4;Psychology (miscellaneous) (Q4)
Melanges de la Casa de Velazquez;21731306, 0076230X;Q2;"History (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Archeology (Q3); Cultural Studies (Q3)"
Milli Folklor;13003984;Q3;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3)"
NAN NU;15685268, 13876805;Q2;"History (Q2); Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Gender Studies (Q4)"
Network Security;18729371, 13534858;Q4;"Computer Networks and Communications (Q4); Information Systems and Management (Q4); Safety, Risk, Reliability and Quality (Q4)"
North Korean Review;15512789, 19412886;Q2;"History (Q2); Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
Open Communications in Nonlinear Mathematical Physics;28029356;Q4;Mathematical Physics (Q4)
Optoelectronics and Advanced Materials, Rapid Communications;18426573, 20653824;Q4;"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
Pakistan Journal of Ophthalmology;08863067;Q4;Ophthalmology (Q4)
Petrochemical Equipment;10007466;Q4;"Chemical Engineering (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)"
Praksis;24481939;Q2;"History (Q2); Linguistics and Language (Q3); Education (Q4)"
Proceedings of the Institution of Civil Engineers: Forensic Engineering;20439911, 20439903;Q4;Safety, Risk, Reliability and Quality (Q4)
Revista de Geociencias do Nordeste;24473359;Q4;"Atmospheric Science (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Earth-Surface Processes (Q4); Geology (Q4)"
Rivista Italiana della Medicina di Laboratorio;1825859X;Q3;"Medical Laboratory Technology (Q3); Biochemistry (medical) (Q4)"
Romanian Journal of Diabetes, Nutrition and Metabolic Diseases;15838609;Q4;"Endocrinology, Diabetes and Metabolism (Q4); Internal Medicine (Q4)"
Russian Journal of Allergy;2686682X, 18108830;Q4;"Immunology (Q4); Immunology and Allergy (Q4)"
Sankhya: The Indian Journal of Statistics;09727671;Q4;"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)"
SATS;18697577, 16001974;Q3;Philosophy (Q3)
Srpski Arhiv za Celokupno Lekarstvo;24060895, 03708179;Q4;Medicine (miscellaneous) (Q4)
Stanislavski Studies;20544170, 20567790;Q2;Visual Arts and Performing Arts (Q2)
Studia Historica Nitriensia;13387219;Q2;"History (Q2); Museology (Q2); Cultural Studies (Q3)"
Transition Studies Review;16144007;Q4;Development (Q4)
Valoda: Nozime un Forma;22560602, 22559256;-;Linguistics and Language
Verba Theologica;26444844, 13361635;Q2;Religious Studies (Q2)
Vestnik Drevnei Istorii;03210391;Q2;"Classics (Q2); History (Q2); Archeology (arts and humanities) (Q3); Linguistics and Language (Q3)"
Victorian Studies;15272052, 00425222;Q2;"History (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
Voprosy Sovremennoi Pediatrii - Current Pediatrics;16825535, 16825527;Q4;Pediatrics, Perinatology and Child Health (Q4)
Yegah Musicology Journal;27920178;Q2;"Music (Q2); Arts and Humanities (miscellaneous) (Q3)"
Yerbilimleri/ Earth Sciences;13012894, 26872978;Q4;"Ecology, Evolution, Behavior and Systematics (Q4); Geology (Q4); Paleontology (Q4); Stratigraphy (Q4)"
Zeitschrift fur Antikes Christentum;1612961X, 09499571;Q2;"Classics (Q2); History (Q2); Religious Studies (Q2)"
Zeitschrift fur Epileptologie;16100646, 16176782;Q4;"Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)"
a/b: Auto/Biography Studies;08989575, 21517290;Q2;"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3)"
Al-Masaq;1473348X, 09503110;Q2;"History (Q2); Religious Studies (Q2)"
America Latina en la Historia Economica;20073496, 14052253;Q2;"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q4)"
American Imago;10857931, 0065860X;Q2;"Literature and Literary Theory (Q2); Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Music (Q3); Experimental and Cognitive Psychology (Q4)"
Amerta Nutrition;25809776, 25801163;Q4;"Food Science (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)"
Anuario de la Facultad de Derecho. Universidad de Extremadura;26957728;Q3;"Law (Q3); Public Administration (Q4)"
Asian Journal of Legal Education;23482451, 23220058;Q3;"Law (Q3); Development (Q4); Education (Q4)"
Austrian History Yearbook;15585255, 00672378;Q2;History (Q2)
BIO Web of Conferences;21174458, 22731709;-;"Agricultural and Biological Sciences (miscellaneous); Agronomy and Crop Science; Horticulture; Plant Science"
BSAA Arte;18889751, 25306359;Q2;"History (Q2); Visual Arts and Performing Arts (Q2)"
Byzantinische Zeitschrift;00077704, 18689027;Q2;"History (Q2); Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2)"
Caspian Journal of Neurological Sciences;24234818, 23834307;Q4;"Neurology (Q4); Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)"
Community Eye Health Journal;09536833, 19937288;Q4;Ophthalmology (Q4)
Critical Reviews in Physical and Rehabilitation Medicine;21626553, 08962960;Q4;"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)"
Douleurs;16245687;Q4;"Anesthesiology and Pain Medicine (Q4); Neurology (clinical) (Q4)"
Energetika;02357208;Q4;"Energy Engineering and Power Technology (Q4); Energy (miscellaneous) (Q4); Geotechnical Engineering and Engineering Geology (Q4)"
Energy Equipment and Systems;23831111, 2345251X;Q4;Energy (miscellaneous) (Q4)
English Australia Journal;22026169, 14444496;Q3;"Linguistics and Language (Q3); Education (Q4)"
Ethiopian Medical Journal;00141755, 24152420;Q4;Medicine (miscellaneous) (Q4)
